학원교습소명,학원명,개설일자,등록일자,등록상태명,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정명,도로명우편번호,도로명주소,도로명상세주소,구,lat,lon
학원,국어혁명학원,20170302,20170302,개원,1440,159,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로165번길 50,/ 210호/211호 (수내동/ 크리스탈빌딩),분당구,37.377133025,127.115477451
교습소,국자감논술교습소,20211129,20211129,개원,28,7,입시.검정 및 보습,보통교과,보습·논술,13587,경기도 성남시 분당구 불정로 380,/ 208호 (서현동/ 동남프라자),분당구,37.373983931,127.136860587
학원,국제어학원,20020612,20020612,개원,48,94,국제화,외국어,실용외국어(유아/초·중·고),463808,경기도 성남시 분당구 돌마로90번길 4,(구미동/엘레강스프라자 1동) 7층 701호일부/ 707호,분당구,37.349715117,127.111735377
학원,굿샘영어학원,20011203,20011203,개원,45,66,입시.검정 및 보습,보통교과,보습,13587,경기도 성남시 분당구 불정로 380,/ 501/ 502호 (서현동/ 동남프라자),분당구,37.373983931,127.136860587
학원,굿투그레이트수학보습학원,20080403,20080403,개원,180,63,입시.검정 및 보습,보통교과,보습,13588,경기도 성남시 분당구 중앙공원로 35,/ 201호/ 207호 일부/ 211호 (서현동/ 올림픽스포츠센터),분당구,37.380881743,127.128671962
학원,권경숙아뜰리에미술학원,20000425,20000425,개원,3145,103,예능(대),예능(중),미술,463834,경기도 성남시 분당구 내정로 29,(정자동/금곡프라자) 4층 402호,분당구,37.362700768,127.114508249
학원,권뜰미술학원,20181121,20181121,개원,1246,82,예능(대),예능(중),미술,13612,경기도 성남시 분당구 내정로 29,/ 404호 (정자동/ 금곡프라자),분당구,37.362700768,127.114508249
교습소,귤피아노음악교습소,20140902,20140902,개원,63,9,예능(대),예능(중),음악,13492,경기도 성남시 분당구 판교로 376,/ 205호 (삼평동/ 마크시티 퍼플),분당구,37.403965518,127.116139678
학원,그랑제이발레학원,20170613,20170613,개원,120,57,예능(대),예능(중),무용,13461,경기도 성남시 분당구 운중로 141,/ 502호 (운중동/경창빌딩),분당구,37.391848414,127.078930802
교습소,그레이스피아노교습소,20190424,20190424,개원,3,4,예능(대),예능(중),음악,13600,경기도 성남시 분당구 돌마로 364,/ 2층 9호/10호 (수내동/ 현대제일상가),분당구,37.369990360,127.123626496
교습소,그루영어교습소,20190909,20190909,개원,15,5,입시.검정 및 보습,보통교과,보습,13555,경기도 성남시 분당구 성남대로 393,/ 2층 B215호 (정자동/ 두산위브파빌리온),분당구,37.371631124,127.107168080
교습소,그리고/봄미술교습소,20160415,20160415,개원,56,8,예능(대),예능(중),미술,13586,경기도 성남시 분당구 돌마로486번길 40,/ 306호 (서현동/ 한라쇼핑),분당구,37.374737362,127.136534019
교습소,그리니치미술교습소,20040830,20040830,개원,18,9,예능(대),예능(중),미술,463874,경기도 성남시 분당구 느티로 71,(정자동/현대프라자) 302호,분당구,37.368762467,127.112585170
교습소,그리다미술교습소,20211110,20211110,개원,16,4,예능(대),예능(중),음악,13597,경기도 성남시 분당구 내정로173번길 11,/ 219호 (수내동/ 양지마을),분당구,37.374923464,127.118566987
학원,그리다미술학원,20160707,20160707,개원,290,40,예능(대),예능(중),미술,13597,경기도 성남시 분당구 내정로173번길 11,/ 603-221 (수내동/ 양지마을주상복합상가),분당구,37.374923464,127.118566987
학원,그린램프라이브러리이매캠퍼스독서실,20151214,20151214,개원,198,99,독서실,독서실,독서실(유아/초·중·고),13523,경기도 성남시 분당구 판교로 438,/ 3층 일부 (이매동/낫소빌딩),분당구,37.405151442,127.122425916
학원,그린램프라이브러리정자2캠퍼스독서실,20170124,20170124,개원,218,109,독서실,독서실,독서실(유아/초·중·고),13612,경기도 성남시 분당구 내정로17번길 2,/ 5005호/ 5006호일부 (정자동),분당구,37.362148295,127.114476810
학원,그린램프라이브러리정자캠퍼스독서실,20160315,20160315,개원,190,95,독서실,독서실,독서실(유아/초·중·고),13556,경기도 성남시 분당구 정자일로 239,/ 102동 201호일부/202호/203호 (정자동/ 아이파크분당1),분당구,37.372056448,127.105536742
학원,그린비스어학원,20001121,20001121,개원,300,153,국제화,외국어,실용외국어(유아/초·중·고),463871,경기도 성남시 분당구 미금로34번길 13,(구미동/목림빌딩) 2층,분당구,37.337359080,127.116736718
학원,그린섬미술학원,20180201,20180201,개원,510,47,예능(대),예능(중),미술,13591,경기도 성남시 분당구 분당로53번길 11,/ 5층 3호 (서현동/ 서원플라자),분당구,37.384068549,127.121552074
교습소,그린아뜨리에미술교습소,20121128,20121128,개원,2,3,예능(대),예능(중),미술,463750,경기도 성남시 분당구 수내로 181,/ 114호 (분당동/샛별마을),분당구,37.371919638,127.128131545
교습소,그린아이미술교습소,20211111,20211111,개원,10,7,예능(대),예능(중),음악,13544,경기도 성남시 분당구 판교대장로7길 16,/ 209호 (대장동/ 힐스테이트 판교 엘포레 A6BL),분당구,37.372089723,127.068638998
학원,그림그림미술학원,20170104,20170104,개원,77,46,예능(대),예능(중),미술,13522,경기도 성남시 분당구 판교로 445,/ 3층 2호 (야탑동),분당구,37.405724830,127.123341297
학원,그림대장미술학원,20220215,20220215,개원,60,43,예능(대),예능(중),미술,13544,경기도 성남시 분당구 판교대장로 92,/ 305호/ 306호 (대장동),분당구,37.367030511,127.068454046
교습소,그림두드림미술교습소,20121130,20121130,개원,10,5,예능(대),예능(중),미술,463821,경기도 성남시 분당구 중앙공원로31번길 42,/  215호 (서현동/서현파크플라자),분당구,37.383128014,127.125512449
교습소,그림드림미술교습소,20180123,20180123,개원,10,6,예능(대),예능(중),미술,13597,경기도 성남시 분당구 수내로 74,/ 1층 110호  (수내동/ 양지마을금호1단지아파트),분당구,37.378168752,127.117667847
학원,그림미술학원,20160126,20160126,개원,60,48,예능(대),예능(중),미술,13595,경기도 성남시 분당구 황새울로200번길 26,/ 엔타워가든빌딩 4층 일부 (수내동),분당구,37.376569887,127.113177138
교습소,그림샘미술교습소,20061201,20061201,개원,6,6,예능(대),예능(중),미술,13624,경기도 성남시 분당구 미금로 63,/ 상가 102호 (구미동/ 무지개마을),분당구,37.338366674,127.115618084
교습소,그림숲미술교습소,20111010,20111010,개원,16,8,예능(대),예능(중),미술,463703,경기도 성남시 분당구 미금로 23,(구미동/무지개마을) 상가동 205호,분당구,37.335455319,127.117352666
교습소,그림아안녕미술교습소,20181206,20181206,개원,8,4,예능(대),예능(중),미술,13607,경기도 성남시 분당구 내정로 52,/ 206호 (정자동/ 한솔마을 상가),분당구,37.364793554,127.115137141
교습소,그림아이창작미술교습소,20150324,20150324,개원,16,8,예능(대),예능(중),미술,463931,경기도 성남시 분당구 정자로 112,/ 신화상가 지층3호 (정자동/ 정든마을),분당구,37.363202149,127.117845804
교습소,그림아트스튜디오미술교습소,20161219,20161219,개원,6,3,예능(대),예능(중),미술,13560,경기도 성남시 분당구 정자일로 121,/ H-17호 (정자동/ 분당 더샾 스타파크),분당구,37.361322979,127.104866991
교습소,그림아트스튜디오분당이매원미술교습소,20211026,20211026,개원,10,9,예능(대),예능(중),미술,13567,경기도 성남시 분당구 양현로 126,/ 302호/ 303호 일부 (이매동/ 미림프라자),분당구,37.394984879,127.125630025
교습소,그림아트스튜디오판교대장원미술교습소,20220817,20220817,개원,18,9,예능(대),예능(중),미술,13544,경기도 성남시 분당구 판교대장로6길 10,/ 204호 (대장동),분당구,37.366733423,127.068375222
학원,그림아트스튜디오판교미술학원,20100729,20100729,개원,20,49,예능(대),예능(중),미술,463420,경기도 성남시 분당구 판교역로14번길 20,/ 302호 (백현동/(주)코레드디엔씨),분당구,37.385486867,127.111442367
학원,그림읽는아이들미술학원,20110309,20110309,개원,5,48,예능(대),예능(중),미술,463863,경기도 성남시 분당구 정자일로 248,/ 901호 (정자동/파크뷰),분당구,37.373447051,127.106707099
교습소,그림화실미술교습소,20140709,20140709,개원,13,9,예능(대),예능(중),미술,463834,경기도 성남시 분당구 불정로71번길 4-2,/ 1층일부 (정자동),분당구,37.360191367,127.112725348
학원,그릿영어학원,20141211,20141211,개원,70,75,입시.검정 및 보습,보통교과,보습,463840,경기도 성남시 분당구 판교로 437,/ 402호 (야탑동/ 숭문상가),분당구,37.405726296,127.122433975
교습소,글나래논술교습소,20091001,20091001,개원,25,5,입시.검정 및 보습,보통교과,보습,463922,경기도 성남시 분당구 내정로173번길 11,/ 311호일부(우측) (수내동/양지마을),분당구,37.374923464,127.118566987
교습소,글로리음악교습소,20171121,20171121,개원,18,5,예능(대),예능(중),음악,13522,경기도 성남시 분당구 판교로 421,/ 106호 (야탑동/ 탑마을),분당구,37.406958639,127.120464696
학원,글마루S학원,19930611,19930611,개원,230,84,입시.검정 및 보습,보통교과,보습,463837,경기도 성남시 분당구 내정로173번길 5,/ 301/ 302호 (수내동/궁전쇼핑타운),분당구,37.374290248,127.119278687
학원,글마루국어전문학원,20171204,20171204,개원,60,59,입시.검정 및 보습,보통교과,보습,13492,경기도 성남시 분당구 판교로 372,/ 203호 (삼평동/스타식스코아1),분당구,37.403709282,127.115672976
학원,금곡김진성영어학원,20120202,20120202,개원,125,64,입시.검정 및 보습,보통교과,보습,463850,경기도 성남시 분당구 정자일로 55,/ 분당두산위브 109-308 (금곡동),분당구,37.354400908,127.105047105
학원,금곡점와와학습코칭학원,20160407,20160407,개원,400,90,입시.검정 및 보습,보통교과,보습,13618,경기도 성남시 분당구 돌마로 87,/ 402호/403호 (금곡동/ 골드프라자),분당구,37.350323291,127.111742974
교습소,금호바둑교습소,19981217,19981217,개원,36,3,기타(대),기타(중),바둑,463852,경기도 성남시 분당구 내정로 170,/ 407호 (수내동/동신파크빌딩),분당구,37.373482279,127.119677902
교습소,금호영재국어교습소,20060619,20060619,개원,36,8,입시.검정 및 보습,보통교과,보습,13597,경기도 성남시 분당구 내정로173번길 5,/ 205호일부 (수내동/궁전쇼핑타운),분당구,37.374290248,127.119278687
학원,기란국어전문학원,20160218,20160218,개원,128,81,입시.검정 및 보습,보통교과,입시,13555,경기도 성남시 분당구 정자일로 234,/ 608호 (정자동/ 태남프라자),분당구,37.371212190,127.106281974
학원,기파랑문해원분당점학원,20201223,20201223,개원,105,133,입시.검정 및 보습,보통교과,보습,13595,경기도 성남시 분당구 황새울로200번길 36,/ 3층 301호 306호 (수내동/ 분당 동부루트빌딩),분당구,37.377314070,127.114114948
학원,김경아수학학원,20100302,20100302,개원,21,62,입시.검정 및 보습,보통교과,보습,463811,경기도 성남시 분당구 정자일로 240,(정자동/월드 프라자) 802호,분당구,37.371556860,127.106287652
학원,김기택국어학원,20210114,20210114,개원,45,65,입시.검정 및 보습,보통교과,보습,13558,경기도 성남시 분당구 성남대로 345,/ 503호 (정자동/ 정자역프라자),분당구,37.366891804,127.107704500
학원,김도연발레아카데미학원,20170116,20170116,개원,60,56,예능(대),예능(중),무용,13625,경기도 성남시 분당구 미금로33번길 26,/ 4층 일부 (구미동/효빌딩),분당구,37.337564629,127.115559386
교습소,김도희독서논술교습소,20210916,20210916,개원,25,4,입시.검정 및 보습,보통교과,보습·논술,13599,경기도 성남시 분당구 돌마로 361,/ 4층 409-1호 (수내동/ 동신코아빌딩),분당구,37.370585061,127.123030356
교습소,김민우사회교습소,20050218,20050218,개원,12,4,입시.검정 및 보습,보통교과,보습,463822,경기도 성남시 분당구 중앙공원로40번길 8,/ 207호일부 (서현동/현대근린상가),분당구,37.379709372,127.130164702
학원,김반장독서실,20160229,20160229,개원,276,92,독서실,독서실,독서실(유아/초·중·고),13558,경기도 성남시 분당구 정자일로198번길 15,/ 502호 (정자동/제나프라자),분당구,37.367675064,127.107685866
학원,김반장스터디센터학원,20171207,20171207,개원,1200,76,입시.검정 및 보습,진학지도,진학상담지도,13558,경기도 성남시 분당구 정자일로198번길 15,/ 501호 (정자동),분당구,37.367675064,127.107685866
학원,김성은발달음악학원,20130524,20130524,개원,24,41,예능(대),예능(중),음악,463420,경기도 성남시 분당구 동판교로 59,/ 자유퍼스트프라자 402호 (백현동),분당구,37.388339766,127.115068286
교습소,김소영수학교습소,20220113,20220113,개원,30,6,입시.검정 및 보습,보통교과,보습,13600,경기도 성남시 분당구 돌마로 364,/ 3층 4호 일부 (수내동/ 현대제일상가),분당구,37.369990360,127.123626496
